Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",anger,0.6124615669250488
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,So take me with you when you go back.,neutral,0.9164804816246033
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Jon…,neutral,0.8310805559158325
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,"Father will let me if you ask him, I know he will.",neutral,0.8542219400405884
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The Wall isn't going anywhere.,neutral,0.494089275598526
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I'm ready to swear your oath.,neutral,0.6970428228378296
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,surprise,0.4700429439544678
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I don't care about that.,disgust,0.6912122368812561
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",neutral,0.3885461986064911
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Your uncle's in the Night's Watch.,neutral,0.8463521003723145
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What're you doing back there?,surprise,0.6943628787994385
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,fear,0.8027076721191406
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,You're Tyrion Lannister. The queen's brother?,surprise,0.506515383720398
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",disgust,0.4698180556297302
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.",anger,0.5163496732711792
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lord Eddard Stark is my father.,neutral,0.4263433814048767
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",anger,0.8666056394577026
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What the hell do you know about being a bastard?,anger,0.6277317404747009
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,All dwarves are bastards in their fathers' eyes.,disgust,0.7339388132095337
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You at a feast -- It's like a bear in a trap.,disgust,0.7857543230056763
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,disgust,0.4887709617614746
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",neutral,0.7512394189834595
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,disgust,0.5638026595115662
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The two he was with are still missing.,sadness,0.8665661215782166
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,fear,0.9620681405067444
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,neutral,0.7331608533859253
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,neutral,0.6624816656112671
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,disgust,0.4541907012462616
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,surprise,0.8925015926361084
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,joy,0.9161908030509949
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",neutral,0.48885589838027954
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,joy,0.8649842739105225
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",fear,0.807680070400238
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",neutral,0.644131600856781
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",neutral,0.849574089050293
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,surprise,0.8152544498443604
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",neutral,0.933111310005188
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,neutral,0.4833391308784485
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",neutral,0.8746728897094727
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,surprise,0.7789296507835388
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,neutral,0.5592291951179504
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,joy,0.8600349426269531
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,neutral,0.6890014410018921
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,neutral,0.9280668497085571
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,neutral,0.4799613952636719
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,neutral,0.8150812983512878
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",joy,0.6079714298248291
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",joy,0.782577395439148
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,neutral,0.3970811665058136
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,surprise,0.5790247321128845
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",neutral,0.3767813444137573
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,neutral,0.9063082337379456
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,surprise,0.3072172701358795
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,neutral,0.853001594543457
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",neutral,0.9023184180259705
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,anger,0.7238629460334778
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,neutral,0.9180631041526794
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",anger,0.6313661336898804
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,surprise,0.8250671625137329
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,neutral,0.8933528065681458
2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",neutral,0.7259631156921387
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,neutral,0.95558100938797
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",disgust,0.7511029243469238
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,neutral,0.9563614726066589
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,surprise,0.5320749282836914
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,surprise,0.8902561664581299
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,fear,0.637364387512207
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",neutral,0.4081995189189911
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",anger,0.3739261329174042
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",neutral,0.7153100967407227
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,anger,0.6982345581054688
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",neutral,0.5543681383132935
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,neutral,0.6800096035003662
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,neutral,0.9153603911399841
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,fear,0.7209872007369995
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",neutral,0.8880389928817749
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,surprise,0.676483154296875
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,disgust,0.7584094405174255
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,neutral,0.5973911881446838
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,sadness,0.8876283168792725
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,joy,0.6255941390991211
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",neutral,0.6078106760978699
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",neutral,0.49137941002845764
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",neutral,0.8698636889457703
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",neutral,0.559311032295227
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",neutral,0.6101416945457458
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,neutral,0.6769493818283081
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,joy,0.743940532207489
2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,neutral,0.8298875689506531
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,neutral,0.8020702600479126
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,neutral,0.8501653671264648
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",neutral,0.4309757351875305
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",neutral,0.7116435766220093
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,neutral,0.4047008752822876
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,neutral,0.6870708465576172
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,neutral,0.7104694843292236
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?,neutral,0.7784894704818726
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you.",neutral,0.5935481786727905
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,joy,0.4264518916606903
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.,neutral,0.6230273842811584
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",sadness,0.4957885146141052
2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you.",anger,0.5159287452697754
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.,anger,0.8528990745544434
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?,anger,0.7929561734199524
